,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,9.126666667,11.11612903,9.5,25.18387097,17.57,26.46129032,28.51290323,16.14516129,24.37666667,23.88214286,104.0,20.36774194,17.52258065,80.72903226,40.37096774,161.9,85.02580645,29.02142857,83.71935484,14.40333333
1,8.216666667,9.832258065,9.112903226,25.60322581,16.91333333,24.04516129,29.04193548,17.29032258,25.53,23.11428571,325.2,20.57419355,14.03225806,90.48709677,49.17419355,167.5,91.22903226,30.50714286,82.93548387,14.08
2,9.336666667000001,10.68064516,10.0483871,25.97741935,18.61,25.64193548,26.77419355,18.59354839,26.93666667,23.56551724,130.0,21.19677419,15.41935484,88.84193548,44.86451613,126.5,86.41935484,29.44827586,86.90645161,14.25666667
3,8.753333332999999,10.49032258,10.0516129,26.19032258,18.89,25.5516129,26.73225806,16.71612903,23.99333333,23.21071429,216.0,20.54193548,15.72580645,84.41935484,39.48064516,126.3,87.47096774,27.83571429,88.65483871,14.54
4,9.046666667,10.27741935,9.096774194,24.92903226,17.91,27.39354839,26.23548387,16.32903226,22.42666667,23.10714286,173.9,20.12903226,16.91612903,84.14516129,46.49354839,161.7,76.57419355,26.5,89.69032258,12.81333333
5,8.26,10.78709677,9.393548387000001,26.248387100000006,17.53333333,26.70645161,24.41612903,16.58387097,27.12,24.74285714,202.7,20.43225806,15.75806452,82.43225806,38.98387097,123.3,89.11290323,28.15714286,91.31935484,15.16333333
6,8.373333333,10.15483871,9.348387097,25.90322581,19.05666667,24.50645161,26.63548387,17.23548387,24.96333333,23.81034483,139.8,21.71290323,17.751612899999998,79.81290323,39.15483871,129.1,85.10322581,29.06551724,86.50322581,13.97333333
7,8.44,9.809677419,9.580645161,26.19032258,17.01666667,27.16451613,27.16451613,16.23225806,23.1,22.73214286,234.7,19.14193548,16.32580645,85.1,44.87741935,292.2,83.79677419,29.3,88.88387097,14.33
8,8.13,10.23548387,9.661290323,25.58064516,19.03333333,27.48387097,29.50967742,17.70645161,25.1,23.70714286,288.1,21.52258065,15.97096774,81.37419355,41.18387097,62.9,82.57096774,29.025,83.4,14.11333333
9,8.826666667000001,10.49677419,9.064516129,25.84516129,15.98333333,26.651612899999996,28.60967742,16.90322581,23.69666667,22.67142857,166.1,18.748387100000002,15.848387099999998,85.93225806,46.3,161.3,82.12580645,27.60357143,84.51612903,14.11
